Product ID,Order created,Rental start,Rental end,Vendor ID,Customer ID
100001093,2008-06-09 08:29:14.4530000,2008-06-08 22:00:00.0000000,2008-06-09 21:59:59.0000000,43,165137
100001093,2008-05-17 10:49:31.3270000,2008-05-16 22:00:00.0000000,2008-05-17 21:59:59.0000000,43,64659
100001093,2008-05-15 08:38:37.6100000,2008-05-14 22:00:00.0000000,2008-05-15 21:59:59.0000000,43,162629
100001093,2008-04-07 06:34:40.9830000,2008-04-06 22:00:00.0000000,2008-04-07 21:59:59.0000000,43,64482
100001093,2008-04-08 14:19:58.5930000,2008-04-08 22:00:00.0000000,2008-04-09 21:59:59.0000000,43,158672
100001093,2008-04-07 13:09:07.0630000,2008-04-06 22:00:00.0000000,2008-04-07 21:59:59.0000000,43,100902
100001093,2008-04-11 10:41:27.0300000,2008-04-11 22:00:00.0000000,2008-04-12 21:59:59.0000000,43,64858
100001093,2008-04-11 11:46:10.7500000,2008-04-13 22:00:00.0000000,2008-04-14 21:59:59.0000000,43,156798
100001093,2008-04-14 14:18:38.4370000,2008-04-15 22:00:00.0000000,2008-04-16 21:59:59.0000000,43,100527
100001093,2007-05-08 14:04:18.6570000,2007-05-08 22:00:00.0000000,2007-05-09 21:59:59.0000000,43,64570
100001093,2007-05-18 12:41:00.2800000,2007-05-17 22:00:00.0000000,2007-05-18 21:59:59.0000000,43,85825
100001093,2007-05-19 08:46:21.1570000,2007-05-18 22:00:00.0000000,2007-05-19 21:59:59.0000000,43,64659
100001093,2007-04-27 08:06:17.9370000,2007-04-27 22:00:00.0000000,2007-04-28 21:59:59.0000000,43,101612
100001093,2007-04-30 10:57:38.3900000,2007-04-29 22:00:00.0000000,2007-04-30 21:59:59.0000000,43,64483
100001093,2007-07-23 10:09:28.2330000,2007-07-22 22:00:00.0000000,2007-07-23 21:59:59.0000000,43,108457
100001093,2007-10-08 10:29:15.3270000,2007-10-07 22:00:00.0000000,2007-10-08 21:59:59.0000000,43,113619
100001093,2008-04-01 07:43:35.9230000,2008-04-10 22:00:00.0000000,2008-04-11 21:59:59.0000000,43,122901
100001093,2008-04-02 14:46:21.0930000,2008-04-04 22:00:00.0000000,2008-04-05 21:59:59.0000000,43,64514
100001093,2007-04-20 11:32:47.3270000,2007-04-19 22:00:00.0000000,2007-04-20 21:59:59.0000000,43,64566
100001093,2007-04-11 13:17:59.5170000,2007-04-11 22:00:00.0000000,2007-04-12 21:59:59.0000000,43,87837
100001093,2007-04-10 14:35:16.6870000,2007-04-09 22:00:00.0000000,2007-04-10 21:59:59.0000000,43,100138
100001093,2007-04-13 07:02:42.5770000,2007-04-12 22:00:00.0000000,2007-04-13 21:59:59.0000000,43,99697
100001093,2007-04-04 10:16:42.5770000,2007-04-06 22:00:00.0000000,2007-04-07 21:59:59.0000000,43,64548
100001093,2007-04-04 07:09:14.9530000,2007-04-03 22:00:00.0000000,2007-04-04 21:59:59.0000000,43,64450
100001093,2007-04-02 06:17:06.6100000,2007-04-02 22:00:00.0000000,2007-04-03 21:59:59.0000000,43,99346
100001093,2007-03-30 13:29:03.7330000,2007-03-29 22:00:00.0000000,2007-03-30 21:59:59.0000000,43,64497
100001093,2007-03-28 12:19:53.2030000,2007-03-27 22:00:00.0000000,2007-03-28 21:59:59.0000000,43,98999
100001093,2007-03-27 14:58:50.6270000,2007-03-30 22:00:00.0000000,2007-03-31 21:59:59.0000000,43,98926
100001093,2007-03-23 15:51:33.9700000,2007-03-25 22:00:00.0000000,2007-03-26 21:59:59.0000000,43,98642
100001093,2007-03-24 10:40:19.7330000,2007-04-01 22:00:00.0000000,2007-04-02 21:59:59.0000000,43,98699
100001093,2006-09-09 07:53:53.9230000,2006-09-08 22:00:00.0000000,2006-09-09 21:59:59.0000000,43,64659
100001093,2006-10-14 08:33:59.9370000,2006-10-13 22:00:00.0000000,2006-10-14 21:59:59.0000000,43,91752
100001093,2006-10-17 07:37:14.3130000,2006-10-17 22:00:00.0000000,2006-10-18 21:59:59.0000000,43,91905
100001093,2006-08-03 08:29:45.2970000,2006-08-02 22:00:00.0000000,2006-08-03 21:59:59.0000000,43,87169
100001093,2006-08-17 09:56:20.2500000,2006-08-16 22:00:00.0000000,2006-08-17 21:59:59.0000000,43,64377
100001093,2006-05-08 14:57:56.1730000,2006-05-09 22:00:00.0000000,2006-05-10 21:59:59.0000000,43,80536
100001093,2006-05-09 13:35:43.5770000,2006-05-10 22:00:00.0000000,2006-05-12 21:59:59.0000000,43,78785
100001093,2006-05-08 12:18:54.1730000,2006-05-12 22:00:00.0000000,2006-05-13 21:59:59.0000000,43,80505
100001093,2006-05-04 08:28:38.9370000,2006-05-08 22:00:00.0000000,2006-05-09 21:59:59.0000000,43,64539
100001093,2006-04-29 10:50:47.7500000,2006-04-28 22:00:00.0000000,2006-04-29 21:59:59.0000000,43,64803
100001093,2006-04-30 14:10:38.1270000,2006-04-30 22:00:00.0000000,2006-05-01 21:59:59.0000000,43,64499
100001093,2006-04-24 13:13:12.3770000,2006-04-24 22:00:00.0000000,2006-04-25 21:59:59.0000000,43,79139
100001093,2006-04-26 14:50:37.8270000,2006-04-25 22:00:00.0000000,2006-04-26 21:59:59.0000000,43,79383
100001093,2006-04-24 06:36:36.2670000,2006-04-23 22:00:00.0000000,2006-04-24 21:59:59.0000000,43,64482
100001093,2006-04-22 09:24:21.7800000,2006-04-24 22:00:00.0000000,2006-04-25 21:59:59.0000000,43,64548
100001093,2006-04-21 13:58:06.1870000,2006-04-27 22:00:00.0000000,2006-04-28 21:59:59.0000000,43,78909
100001093,2006-04-20 08:14:41.2500000,2006-04-21 22:00:00.0000000,2006-04-23 21:59:59.0000000,43,78733
100001093,2006-04-20 11:22:26.7800000,2006-04-21 22:00:00.0000000,2006-04-22 21:59:59.0000000,43,78769
100001093,2006-04-18 07:15:27.8900000,2006-04-20 22:00:00.0000000,2006-04-21 21:59:59.0000000,43,64450
100001093,2006-04-18 07:47:13.7330000,2006-04-17 22:00:00.0000000,2006-04-18 21:59:59.0000000,43,77514
100001093,2006-04-10 14:32:00.0000000,2006-04-10 22:00:00.0000000,2006-04-11 21:59:59.0000000,43,64551
100001093,2006-04-10 14:53:58.9230000,2006-04-09 22:00:00.0000000,2006-04-10 21:59:59.0000000,43,64390
100001093,2006-04-11 10:12:54.5300000,2006-04-10 22:00:00.0000000,2006-04-11 21:59:59.0000000,43,64073
100001093,2006-04-11 10:38:37.4700000,2006-04-10 22:00:00.0000000,2006-04-11 21:59:59.0000000,43,64073
100001093,2006-04-04 14:26:36.2800000,2006-04-06 22:00:00.0000000,2006-04-07 21:59:59.0000000,43,77479
100001093,2006-04-07 14:23:55.3600000,2006-04-14 22:00:00.0000000,2006-04-15 21:59:59.0000000,43,77737
100001093,2006-03-29 08:26:13.0630000,2006-04-06 22:00:00.0000000,2006-04-08 21:59:59.0000000,43,64288
100001093,2006-04-04 13:20:45.4230000,2006-04-05 22:00:00.0000000,2006-04-06 21:59:59.0000000,43,64290
100001093,2008-06-18 07:23:24.5300000,2008-06-17 22:00:00.0000000,2008-06-18 21:59:59.0000000,43,64404
100001093,2008-05-17 09:11:29.3430000,2008-05-16 22:00:00.0000000,2008-05-18 21:59:59.0000000,43,101685
100001093,2008-03-31 14:28:48.2970000,2008-03-30 22:00:00.0000000,2008-03-31 21:59:59.0000000,43,122901
100001093,2008-04-16 14:48:11.7500000,2008-04-16 22:00:00.0000000,2008-04-17 21:59:59.0000000,43,83465
100001093,2007-04-24 12:05:49.9830000,2007-04-26 22:00:00.0000000,2007-04-27 21:59:59.0000000,43,94936
100001093,2008-01-22 08:28:56.7500000,2008-01-21 23:00:00.0000000,2008-01-24 22:59:59.0000000,43,118315
100001093,2008-01-31 09:40:54.8600000,2008-01-30 23:00:00.0000000,2008-01-31 22:59:59.0000000,43,118315
100001093,2007-04-11 08:20:34.3900000,2007-04-13 22:00:00.0000000,2007-04-16 21:59:59.0000000,43,87291
100001093,2007-01-15 12:05:34.4700000,2007-01-15 23:00:00.0000000,2007-01-16 22:59:59.0000000,43,95508
100001093,2007-03-12 14:42:35.8130000,2007-03-13 23:00:00.0000000,2007-03-14 22:59:59.0000000,43,94936
100001093,2006-04-27 08:56:31.8900000,2006-04-28 22:00:00.0000000,2006-04-30 21:59:59.0000000,43,79422
100001093,2006-04-18 09:05:54.7030000,2006-04-17 22:00:00.0000000,2006-04-18 21:59:59.0000000,43,64642
100001093,2006-04-25 15:02:47.2330000,2006-04-25 22:00:00.0000000,2006-04-26 21:59:59.0000000,43,79280
100001095,2016-05-02 07:39:31.1371122,2016-05-01 22:00:00.0000000,2016-05-02 21:59:59.0000000,78,354932
100001095,2016-05-21 10:13:56.0934158,2016-05-20 22:00:00.0000000,2016-05-22 21:59:59.0000000,78,159051
100001095,2017-04-22 07:55:51.4619857,2017-04-21 22:00:00.0000000,2017-04-22 21:59:59.0000000,78,367191
100001095,2017-05-20 11:53:10.4671793,2017-05-20 22:00:00.0000000,2017-05-21 21:59:59.0000000,78,368543
100001095,2018-04-10 09:08:40.4488374,2018-04-13 22:00:00.0000000,2018-04-14 21:59:59.0000000,78,1403787
100001095,2018-04-24 09:36:59.9009954,2018-04-23 22:00:00.0000000,2018-04-24 21:59:59.0000000,78,1406455
100001095,2018-04-25 14:13:27.3686578,2018-04-25 22:00:00.0000000,2018-04-26 21:59:59.0000000,78,1406812
100001095,2018-05-04 12:49:56.0138311,2018-05-06 22:00:00.0000000,2018-05-07 21:59:59.0000000,78,1409209
100001095,2019-07-08 14:37:09.9783201,2019-07-07 22:00:00.0000000,2019-07-08 21:59:59.0000000,78,1497284
100001095,2019-03-23 12:13:28.4050597,2019-03-22 23:00:00.0000000,2019-03-29 22:59:59.0000000,78,1401179
100001095,2019-06-06 14:20:27.1066399,2019-06-08 22:00:00.0000000,2019-06-09 21:59:59.0000000,78,1488893
100001095,2017-04-01 11:49:46.2341167,2017-03-31 22:00:00.0000000,2017-04-03 21:59:59.0000000,78,182189
100001103,2013-05-06 07:09:24.3230000,2013-05-05 22:00:00.0000000,2013-05-06 21:59:59.0000000,39,28785
100001103,2013-05-06 09:59:29.4030000,2013-05-05 22:00:00.0000000,2013-05-06 21:59:59.0000000,39,28604
100001103,2013-05-10 07:10:01.2830000,2013-05-09 22:00:00.0000000,2013-05-10 21:59:59.0000000,39,174619
100001103,2013-05-10 06:38:33.2800000,2013-05-09 22:00:00.0000000,2013-05-10 21:59:59.0000000,39,294842
100001103,2013-05-24 14:25:22.8400000,2013-05-23 22:00:00.0000000,2013-05-24 21:59:59.0000000,39,101121
100001103,2013-05-18 07:07:31.5930000,2013-05-17 22:00:00.0000000,2013-05-18 21:59:59.0000000,39,295216
100001103,2013-05-18 09:39:39.3470000,2013-05-17 22:00:00.0000000,2013-05-18 21:59:59.0000000,39,28341
100001103,2013-05-01 06:49:38.1430000,2013-04-30 22:00:00.0000000,2013-05-01 21:59:59.0000000,39,294610
100001103,2013-05-01 07:23:57.1300000,2013-04-30 22:00:00.0000000,2013-05-01 21:59:59.0000000,39,243892
100001103,2013-05-01 08:44:34.5170000,2013-04-30 22:00:00.0000000,2013-05-01 21:59:59.0000000,39,29175
100001103,2013-04-27 08:13:25.8430000,2013-04-26 22:00:00.0000000,2013-04-27 21:59:59.0000000,39,80227
100001103,2013-04-27 08:35:43.3870000,2013-04-26 22:00:00.0000000,2013-04-27 21:59:59.0000000,39,163765
100001103,2013-04-29 08:14:51.4070000,2013-05-03 22:00:00.0000000,2013-05-04 21:59:59.0000000,39,96076
100001103,2013-04-29 08:17:02.9530000,2013-04-30 22:00:00.0000000,2013-05-01 21:59:59.0000000,39,180155
100001103,2013-04-30 05:06:37.6230000,2013-04-29 22:00:00.0000000,2013-04-30 21:59:59.0000000,39,78599
100001103,2013-05-03 11:18:30.4900000,2013-05-02 22:00:00.0000000,2013-05-03 21:59:59.0000000,39,294682
100001103,2013-05-02 07:53:16.5200000,2013-05-01 22:00:00.0000000,2013-05-02 21:59:59.0000000,39,292551
100001103,2013-04-15 07:55:43.8530000,2013-04-14 22:00:00.0000000,2013-04-15 21:59:59.0000000,39,110025
100001103,2013-04-12 06:53:36.4700000,2013-04-11 22:00:00.0000000,2013-04-12 21:59:59.0000000,39,191892
100001103,2013-04-12 13:42:55.0830000,2013-04-12 22:00:00.0000000,2013-04-13 21:59:59.0000000,39,27948
100001103,2013-04-13 07:14:08.5770000,2013-04-12 22:00:00.0000000,2013-04-13 21:59:59.0000000,39,28847
100001103,2013-04-13 07:43:49.3030000,2013-04-12 22:00:00.0000000,2013-04-13 21:59:59.0000000,39,91256
100001103,2013-04-13 09:56:38.0600000,2013-04-12 22:00:00.0000000,2013-04-13 21:59:59.0000000,39,161296
100001103,2013-04-08 10:40:42.7400000,2013-04-07 22:00:00.0000000,2013-04-08 21:59:59.0000000,39,171824
100001103,2012-05-18 10:00:19.5270000,2012-05-18 22:00:00.0000000,2012-05-20 21:59:59.0000000,39,232362
100001103,2012-07-27 12:30:00.4730000,2012-07-26 22:00:00.0000000,2012-07-27 21:59:59.0000000,39,28710
100001103,2012-08-07 10:02:24.6600000,2012-08-07 22:00:00.0000000,2012-08-08 21:59:59.0000000,39,285553
100001103,2012-05-01 09:58:55.6330000,2012-04-30 22:00:00.0000000,2012-05-01 21:59:59.0000000,39,172268
100001103,2012-05-02 09:14:27.9970000,2012-05-01 22:00:00.0000000,2012-05-02 21:59:59.0000000,39,80005
